latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
38.5509,-122.6434,325.8,2.2,1.5,2017-10-09,1045,Aqua,MODIS,100,6.03,292.6,73.3,N,0
38.5487,-122.695,336,2.2,1.4,2017-10-09,1045,Aqua,MODIS,100,6.03,294.6,117.4,N,0
38.5435,-122.6714,340.9,2.2,1.4,2017-10-09,1045,Aqua,MODIS,100,6.03,294.9,143.1,N,0
38.5382,-122.6477,358.1,2.2,1.5,2017-10-09,1045,Aqua,MODIS,100,6.03,297.8,262.1,N,0
38.5309,-122.6759,363.6,2.2,1.4,2017-10-09,1045,Aqua,MODIS,100,6.03,297.5,310,N,0
38.5254,-122.651,368.4,2.2,1.5,2017-10-09,1045,Aqua,MODIS,100,6.03,300,360.4,N,0
38.5185,-122.6812,389.6,2.2,1.4,2017-10-09,1045,Aqua,MODIS,100,6.03,304.3,633.8,N,0
38.5129,-122.6558,378,2.2,1.5,2017-10-09,1045,Aqua,MODIS,100,6.03,300.6,472.8,N,0
38.5074,-122.6314,301.3,2.3,1.5,2017-10-09,1045,Aqua,MODIS,10,6.03,289.5,14,N,0
38.5056,-122.6839,408.8,2.2,1.4,2017-10-09,1045,Aqua,MODIS,100,6.03,308.7,997.7,N,0
38.5003,-122.6603,360.4,2.2,1.5,2017-10-09,1045,Aqua,MODIS,100,6.03,296.4,282.2,N,0
38.5614,-122.691,333.7,2.2,1.4,2017-10-09,1045,Aqua,MODIS,100,6.03,292.3,105.8,N,0
38.5632,-122.6378,346,2.2,1.5,2017-10-09,1045,Aqua,MODIS,100,6.03,294.8,171.1,N,0
38.5685,-122.6619,328.8,2.2,1.4,2017-10-09,1045,Aqua,MODIS,77,6.03,293.8,80.4,N,0
38.5758,-122.6333,330.9,2.2,1.5,2017-10-09,1045,Aqua,MODIS,95,6.03,292.4,91.5,N,0
38.581,-122.6569,333.1,2.2,1.4,2017-10-09,1045,Aqua,MODIS,89,6.03,294,99.1,N,0
38.5864,-122.6814,318.2,2.2,1.4,2017-10-09,1045,Aqua,MODIS,96,6.03,290.6,51.5,N,0
38.5882,-122.6277,330.3,2.2,1.5,2017-10-09,1045,Aqua,MODIS,99,6.03,293.3,88.5,N,0
38.5937,-122.6531,347.3,2.2,1.4,2017-10-09,1045,Aqua,MODIS,100,6.03,295.1,176.5,N,0
38.5989,-122.677,302.3,2.2,1.4,2017-10-09,1045,Aqua,MODIS,45,6.03,289.8,15.9,N,0
38.6006,-122.6221,357.8,2.2,1.5,2017-10-09,1045,Aqua,MODIS,100,6.03,298.9,256,N,0
38.6061,-122.6478,351.3,2.2,1.4,2017-10-09,1045,Aqua,MODIS,100,6.03,292.9,204,N,0
38.573,-122.6272,333.9,2.2,1.5,2017-10-09,1045,Aqua,MODIS,100,6.03,292,106,N,0
38.5784,-122.6511,329.5,2.2,1.4,2017-10-09,1045,Aqua,MODIS,100,6.03,293.7,86.6,N,0
38.5838,-122.675,333.9,2.2,1.4,2017-10-09,1045,Aqua,MODIS,100,6.03,293.1,111.2,N,0
38.5853,-122.6214,322.9,2.2,1.5,2017-10-09,1045,Aqua,MODIS,100,6.03,291.8,64.3,N,0
38.5911,-122.647,342.6,2.2,1.4,2017-10-09,1045,Aqua,MODIS,100,6.03,295.1,152,N,0
38.5964,-122.6708,317.6,2.2,1.4,2017-10-09,1045,Aqua,MODIS,95,6.03,290.6,51.7,N,0
38.5977,-122.6159,351.3,2.2,1.5,2017-10-09,1045,Aqua,MODIS,100,6.03,293.9,210.9,N,0
38.6034,-122.6416,376.2,2.2,1.4,2017-10-09,1045,Aqua,MODIS,100,6.03,296.4,447.9,N,0
38.7676,-122.8933,399.9,2.1,1.4,2017-10-09,1045,Aqua,MODIS,100,6.03,301.9,769.4,N,0
38.7625,-122.8705,333.7,2.1,1.4,2017-10-09,1045,Aqua,MODIS,100,6.03,290.7,105.9,N,0
38.7551,-122.8971,312.2,2.1,1.4,2017-10-09,1045,Aqua,MODIS,84,6.03,290.5,36.8,N,0
38.3319,-122.4483,323.9,2.3,1.5,2017-10-09,1832,Terra,MODIS,80,6.03,298,57.7,D,0
38.3492,-122.5019,322.8,2.3,1.5,2017-10-09,1832,Terra,MODIS,44,6.03,300.1,54.7,D,0
38.3623,-122.499,373.7,2.3,1.5,2017-10-09,1832,Terra,MODIS,100,6.03,302.6,414.2,D,0
38.3754,-122.4964,332,2.3,1.5,2017-10-09,1832,Terra,MODIS,59,6.03,299.2,86.8,D,0
38.3885,-122.4943,339.6,2.3,1.5,2017-10-09,1832,Terra,MODIS,91,6.03,298.6,130.6,D,0
38.3848,-122.487,330.4,2.3,1.5,2017-10-09,1832,Terra,MODIS,80,6.03,297.5,83.1,D,0
38.7652,-122.8928,327.2,2.5,1.5,2017-10-09,1832,Terra,MODIS,82,6.03,298.7,76.3,D,0
38.7517,-122.8956,329.3,2.5,1.5,2017-10-09,1832,Terra,MODIS,85,6.03,299.5,86.4,D,0
38.7496,-122.8652,323.2,2.4,1.5,2017-10-09,1832,Terra,MODIS,57,6.03,298.9,57.8,D,0
38.5712,-122.7043,335.1,2.4,1.5,2017-10-09,1832,Terra,MODIS,69,6.03,299,101,D,0
38.4099,-122.5983,342.6,2.3,1.5,2017-10-09,1832,Terra,MODIS,92,6.03,299.1,145.5,D,0
38.3776,-122.5249,332.2,2.3,1.5,2017-10-09,1832,Terra,MODIS,41,6.03,297.3,83.3,D,0
38.6259,-122.7778,306.6,2.4,1.5,2017-10-09,1832,Terra,MODIS,54,6.03,294.2,16.2,D,0
38.6239,-122.7491,305.6,2.4,1.5,2017-10-09,1832,Terra,MODIS,35,6.03,292.9,12.6,D,0
38.6292,-122.6354,346.4,2.4,1.5,2017-10-09,1832,Terra,MODIS,94,6.03,302.2,172.9,D,0
38.616,-122.6388,389.1,2.4,1.5,2017-10-09,1832,Terra,MODIS,100,6.03,305.2,657.4,D,0
38.5961,-122.6755,454.6,2.4,1.5,2017-10-09,1832,Terra,MODIS,100,6.03,319.1,2684.5,D,0
38.6074,-122.647,360.7,2.4,1.5,2017-10-09,1832,Terra,MODIS,100,6.03,304.5,272.4,D,0
38.594,-122.6477,405,2.4,1.5,2017-10-09,1832,Terra,MODIS,100,6.03,308,959.8,D,0
38.5846,-122.7023,325,2.4,1.5,2017-10-09,1832,Terra,MODIS,56,6.03,295.2,59.5,D,0
38.6045,-122.6671,436.9,2.4,1.5,2017-10-09,1832,Terra,MODIS,100,6.03,317.3,1925.6,D,0
38.6027,-122.6404,364.6,2.4,1.5,2017-10-09,1832,Terra,MODIS,100,6.03,303.8,315,D,0
38.5912,-122.6691,439.2,2.4,1.5,2017-10-09,1832,Terra,MODIS,100,6.03,313.2,2008.9,D,0
38.5795,-122.6957,341,2.4,1.5,2017-10-09,1832,Terra,MODIS,78,6.03,299.3,133.9,D,0
38.6095,-122.6746,363.6,2.4,1.5,2017-10-09,1832,Terra,MODIS,100,6.03,301.9,305.3,D,0
38.4056,-122.5922,340,2.3,1.5,2017-10-09,1832,Terra,MODIS,89,6.03,299.4,128.5,D,0
38.5246,-122.7453,330.3,2.4,1.5,2017-10-09,1832,Terra,MODIS,41,6.03,295.9,77.5,D,0
38.5197,-122.7397,329.6,2.4,1.5,2017-10-09,1832,Terra,MODIS,37,6.03,296,75.8,D,0
38.5405,-122.6524,338.9,2.4,1.5,2017-10-09,1832,Terra,MODIS,87,6.03,298.7,121.1,D,0
38.5272,-122.6548,330.8,2.4,1.5,2017-10-09,1832,Terra,MODIS,45,6.03,297.6,79.5,D,0
38.4891,-122.6878,344.4,2.4,1.5,2017-10-09,1832,Terra,MODIS,70,6.03,302.2,142.4,D,2
