datetime_utc,name,value,fire_name,id
2017-10-14T04:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-14T04:00:00Z,VPD (kPa),0.97297,Tubbs,74238
2017-10-14T05:00:00Z,GOES Active Fire detections,2,Tubbs,74238
2017-10-14T05:00:00Z,VPD (kPa),0.83754,Tubbs,74238
2017-10-14T06:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-14T06:00:00Z,VPD (kPa),0.88932,Tubbs,74238
2017-10-14T07:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-14T07:00:00Z,VPD (kPa),0.63321,Tubbs,74238
2017-10-14T08:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-14T08:00:00Z,VPD (kPa),0.5666,Tubbs,74238
2017-10-14T09:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-14T09:00:00Z,VPD (kPa),0.57665,Tubbs,74238
2017-10-14T10:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-14T10:00:00Z,VPD (kPa),0.5173,Tubbs,74238
2017-10-14T11:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-14T11:00:00Z,VPD (kPa),0.4509,Tubbs,74238
2017-10-14T12:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-14T12:00:00Z,VPD (kPa),0.36919,Tubbs,74238
2017-10-14T13:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-14T13:00:00Z,VPD (kPa),0.31789,Tubbs,74238
2017-10-14T14:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-14T14:00:00Z,VPD (kPa),0.33544,Tubbs,74238
2017-10-14T15:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-14T15:00:00Z,VPD (kPa),0.34155,Tubbs,74238
2017-10-14T16:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-14T16:00:00Z,VPD (kPa),0.49876,Tubbs,74238
2017-10-14T17:00:00Z,GOES Active Fire detections,9,Tubbs,74238
2017-10-14T17:00:00Z,VPD (kPa),0.91358,Tubbs,74238
2017-10-14T18:00:00Z,GOES Active Fire detections,4,Tubbs,74238
2017-10-14T18:00:00Z,VPD (kPa),1.519,Tubbs,74238
2017-10-14T19:00:00Z,GOES Active Fire detections,2,Tubbs,74238
2017-10-14T19:00:00Z,VPD (kPa),2.0535,Tubbs,74238
2017-10-14T20:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-14T20:00:00Z,VPD (kPa),2.3806,Tubbs,74238
